"No.","Time","Source","Destination","Protocol","Length","Info"
"1076","7.865196","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1077","7.865196","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1078","7.865196","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1079","7.865196","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1080","7.865196","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1081","7.865454","192.168.43.144","114.125.240.19","UDP","79","57846  >  443 Len=37"
"1082","7.865649","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1083","7.865649","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1084","7.878497","192.168.43.144","114.125.240.19","UDP","80","57846  >  443 Len=38"
"1085","7.879018","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1086","7.886518","192.168.43.144","114.125.240.19","UDP","80","57846  >  443 Len=38"
"1087","7.890343","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1088","7.891570","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1089","7.892716","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1090","7.893214","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1091","7.893214","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1092","7.893994","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1093","7.893994","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1094","7.893994","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1095","7.894700","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1096","7.894700","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1097","7.894700","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1098","7.894700","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1099","7.894876","192.168.43.144","114.125.240.19","UDP","79","57846  >  443 Len=37"
"1100","7.895275","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1101","7.895275","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1102","7.895275","114.125.240.19","192.168.43.144","UDP","68","443  >  57846 Len=26"
"1103","7.895885","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1104","7.895885","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1105","7.902535","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1106","7.981921","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1107","7.990539","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1108","7.994060","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1109","7.994300","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1110","7.997505","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1111","7.998006","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1112","7.998006","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1113","8.001265","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1114","8.001495","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1115","8.001859","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1116","8.001859","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1117","8.001859","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1118","8.004769","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1119","8.005401","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1120","8.005401","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1121","8.005401","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1122","8.008712","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1123","8.008926","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1124","8.008927","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1125","8.012270","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1126","8.015816","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1127","8.016047","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1128","8.016564","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1129","8.016564","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1130","8.016564","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1131","8.016564","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1132","8.019831","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1133","8.020836","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1134","8.020836","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1135","8.020836","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1136","8.020836","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1137","8.020836","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1138","8.021083","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1139","8.023432","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1140","8.023802","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1141","8.023802","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1142","8.024414","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1143","8.024414","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1144","8.024414","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1145","8.027686","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1146","8.028369","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1147","8.028369","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1148","8.028369","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1149","8.028555","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1150","8.038879","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1151","8.042437","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1152","8.042651","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1153","8.046593","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1154","8.049175","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1155","8.049339","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1156","8.052665","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1157","8.053345","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1158","8.053345","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1159","8.053345","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1160","8.053345","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1161","8.054261","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1162","8.054261","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1163","8.054261","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1164","8.054261","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1165","8.054528","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1166","8.056901","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1167","8.057309","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1168","8.057309","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1169","8.060490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1170","8.061001","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1171","8.061001","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1172","8.062624","192.168.43.144","114.125.240.19","UDP","81","57846  >  443 Len=39"
"1173","8.064126","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1174","8.065097","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1175","8.065097","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1176","8.065097","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1177","8.065097","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1178","8.065097","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1179","8.066278","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1180","8.066278","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1181","8.066278","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1182","8.066278","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1183","8.066278","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1184","8.066278","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1185","8.066278","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1186","8.066548","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1187","8.068450","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1188","8.069149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1189","8.069149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1190","8.069149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1191","8.069149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1192","8.071961","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1193","8.072565","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1194","8.072565","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1195","8.072565","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1196","8.072703","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1197","8.075372","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1198","8.075886","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1199","8.075886","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1200","8.075886","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1201","8.080697","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1202","8.080907","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1203","8.083957","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1204","8.087660","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1205","8.087898","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1206","8.090952","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1207","8.091155","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1208","8.102620","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1209","8.103461","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1210","8.103461","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1211","8.103461","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1212","8.103461","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1213","8.110500","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1214","8.118689","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1215","8.119191","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1216","8.119191","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1217","8.124797","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1218","8.125037","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1219","8.126524","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1220","8.137784","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1221","8.140984","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1222","8.141559","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1223","8.141559","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1224","8.141559","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1225","8.144403","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1226","8.144908","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1227","8.147583","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1228","8.148111","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1229","8.148111","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1230","8.148111","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1231","8.150924","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1232","8.154156","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1233","8.154610","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1234","8.154610","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1235","8.154702","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1236","8.157475","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1237","8.158503","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1238","8.158503","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1239","8.158503","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1240","8.158503","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1241","8.158503","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1242","8.161067","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1243","8.161655","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1244","8.161655","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1245","8.161655","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1246","8.161809","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1247","8.164477","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1248","8.165026","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1249","8.165026","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1250","8.165026","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1251","8.173741","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1252","8.173943","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1253","8.174599","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1254","8.174599","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1255","8.174599","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1256","8.174599","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1257","8.174599","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1258","8.182521","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1259","8.207874","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1260","8.211993","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1261","8.214689","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1262","8.215005","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1263","8.262917","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1264","8.263215","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1265","8.270481","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1266","8.284665","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1267","8.294543","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1268","8.294702","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1269","8.295189","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1270","8.295189","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1271","8.298178","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1272","8.302559","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1273","8.306893","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1274","8.307114","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1275","8.310681","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1276","8.314396","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1277","8.314610","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1278","8.317131","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1279","8.321693","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1280","8.321982","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1281","8.326528","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1282","8.350488","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1283","8.361874","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1284","8.365084","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1285","8.365304","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1286","8.370858","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1287","8.371079","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1288","8.390857","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1289","8.391205","114.125.240.19","192.168.43.144","UDP","878","443  >  57846 Len=836"
"1290","8.391205","114.125.240.19","192.168.43.144","UDP","68","443  >  57846 Len=26"
"1291","8.398513","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1292","8.406254","192.168.43.144","114.125.240.19","UDP","844","57846  >  443 Len=802"
"1293","8.440587","114.125.240.19","192.168.43.144","UDP","71","443  >  57846 Len=29"
"1294","8.441096","114.125.240.19","192.168.43.144","UDP","165","443  >  57846 Len=123"
"1295","8.441096","114.125.240.19","192.168.43.144","UDP","1287","443  >  57846 Len=1245"
"1296","8.441328","192.168.43.144","114.125.240.19","UDP","78","57846  >  443 Len=36"
"1297","8.446460","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1298","8.446589","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1299","8.451951","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1300","8.452155","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1301","8.455245","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1302","8.456010","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1303","8.456010","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1304","8.456010","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1305","8.456010","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1306","8.456542","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1307","8.456542","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1308","8.460187","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1309","8.462507","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1310","8.463833","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1311","8.464712","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1312","8.464712","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1313","8.464712","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1314","8.464712","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1315","8.464712","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1316","8.467981","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1317","8.468366","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1318","8.468366","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1319","8.474975","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1320","8.475177","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1321","8.476158","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1322","8.476158","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1323","8.476158","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1324","8.476158","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1325","8.476158","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1326","8.476158","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1327","8.479098","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1328","8.486608","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1329","8.505225","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1330","8.513921","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1331","8.514153","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1332","8.514666","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1333","8.514666","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1334","8.514666","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1335","8.514666","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1336","8.515922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1337","8.515922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1338","8.515922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1339","8.515922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1340","8.515922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1341","8.515922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1342","8.516182","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1343","8.519615","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1344","8.519615","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1345","8.519615","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1346","8.519615","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1347","8.522101","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1348","8.525797","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1349","8.526206","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1350","8.526206","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1351","8.529476","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1352","8.530064","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1353","8.530514","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1354","8.530514","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1355","8.530514","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1356","8.530514","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1357","8.530514","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1358","8.530911","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1359","8.538929","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1360","8.539222","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1361","8.539388","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1362","8.540474","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1363","8.546832","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1364","8.547048","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1365","8.547110","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1366","8.550303","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1367","8.551982","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1368","8.551982","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1369","8.551982","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1370","8.551982","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1371","8.557764","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1372","8.557996","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"1373","8.582914","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1374","8.590587","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"1375","8.593577","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1376","8.593829","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1377","8.596826","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1378","8.597079","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1379","8.597683","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1380","8.601735","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"1381","8.601921","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
